Orthogroup	Species	protein	Orthologs
OG0000679	protein_2	WP_014622366.1	WP_012515062.1
OG0000680	protein_2	WP_014622367.1	WP_043040143.1
OG0000680	protein_3	WP_014622367.1	WP_154804104.1
OG0000681	protein_2	WP_014622368.1	WP_014622368.1
OG0000681	protein_3	WP_014622368.1	WP_138118820.1
OG0000682	protein_3	WP_014622369.1	WP_154804103.1
OG0000682	protein_2	WP_014622369.1	WP_012515065.1
OG0000683	protein_3	WP_014622370.1	WP_154804102.1
OG0000683	protein_2	WP_014622370.1	WP_206158973.1
OG0000684	protein_3	WP_014622371.1	WP_041790741.1
OG0000684	protein_2	WP_014622371.1	WP_151374899.1
OG0000685	protein_3	WP_014622375.1	WP_021320419.1
OG0000685	protein_2	WP_014622375.1	WP_165620132.1
OG0000686	protein_2	WP_014622376.1	WP_014622376.1
OG0000686	protein_3	WP_014622376.1	WP_043040146.1
OG0000687	protein_3	WP_014622377.1	WP_037580088.1
OG0000687	protein_2	WP_014622377.1	WP_014622377.1
OG0000688	protein_3	WP_014622378.1	WP_154804100.1
OG0000688	protein_2	WP_014622378.1	WP_165625996.1
OG0000689	protein_3	WP_014622379.1	WP_154804099.1
OG0000689	protein_2	WP_014622379.1	WP_012679094.1
OG0000690	protein_3	WP_014622380.1	WP_014622380.1
OG0000690	protein_2	WP_014622380.1	WP_043038651.1
OG0000691	protein_3	WP_014622382.1	WP_012679097.1
OG0000691	protein_2	WP_014622382.1	WP_043983780.1
OG0000692	protein_2	WP_014622386.1	WP_012515089.1
OG0000692	protein_3	WP_014622386.1	WP_012515089.1
OG0000693	protein_3	WP_014622388.1	WP_154804097.1
OG0000693	protein_2	WP_014622388.1	WP_206156399.1
OG0000694	protein_2	WP_014622391.1	WP_206156397.1
OG0000694	protein_3	WP_014622391.1	WP_041790558.1
OG0000695	protein_3	WP_014622392.1	WP_080004853.1
OG0000695	protein_2	WP_014622392.1	WP_206156396.1
OG0000696	protein_2	WP_014622395.1	WP_043983774.1
OG0000696	protein_3	WP_014622395.1	WP_154804095.1
OG0000697	protein_2	WP_014622398.1	WP_043983772.1
OG0000697	protein_3	WP_014622398.1	WP_154804092.1
OG0000698	protein_3	WP_014622401.1	WP_014622401.1
OG0000698	protein_2	WP_014622401.1	WP_043030517.1
OG0000699	protein_3	WP_014622402.1	WP_154804090.1
OG0000699	protein_2	WP_014622402.1	WP_111692241.1
OG0000700	protein_3	WP_014622403.1	WP_154804089.1
OG0000700	protein_2	WP_014622403.1	WP_206156392.1
OG0000701	protein_2	WP_014622404.1	WP_249093341.1
OG0000701	protein_3	WP_014622404.1	WP_231197128.1
OG0000702	protein_3	WP_014622406.1	WP_154804088.1
OG0000702	protein_2	WP_014622406.1	WP_043029425.1
OG0000703	protein_3	WP_014622407.1	WP_154804086.1
OG0000703	protein_2	WP_014622407.1	WP_042670173.1
OG0000704	protein_2	WP_014622409.1	WP_206156390.1
OG0000704	protein_3	WP_014622409.1	WP_154804084.1
OG0000705	protein_2	WP_014622412.1	WP_165627891.1
OG0000705	protein_3	WP_014622412.1	WP_154804083.1
OG0000706	protein_3	WP_014622413.1	WP_154804082.1
OG0000706	protein_2	WP_014622413.1	WP_206156389.1
OG0000707	protein_2	WP_014622414.1	WP_012515125.1
OG0000707	protein_3	WP_014622414.1	WP_154804081.1
OG0000708	protein_3	WP_014622419.1	WP_154804080.1
OG0000708	protein_2	WP_014622419.1	WP_165623030.1
OG0000709	protein_3	WP_014622422.1	WP_154804079.1
OG0000709	protein_2	WP_014622422.1	WP_206156387.1
OG0000710	protein_3	WP_014622423.1	WP_043983761.1
OG0000710	protein_2	WP_014622423.1	WP_206158974.1
OG0000711	protein_2	WP_014622424.1	WP_021320450.1
OG0000711	protein_3	WP_014622424.1	WP_021320450.1
OG0000712	protein_3	WP_014622426.1	WP_043040196.1
OG0000712	protein_2	WP_014622426.1	WP_206156385.1
OG0000713	protein_3	WP_014622427.1	WP_043040197.1
OG0000713	protein_2	WP_014622427.1	WP_206156384.1
OG0000714	protein_2	WP_014622428.1	WP_206156383.1
OG0000714	protein_3	WP_014622428.1	WP_043040198.1
OG0000715	protein_2	WP_014622429.1	WP_042670190.1
OG0000715	protein_3	WP_014622429.1	WP_014622429.1
OG0000716	protein_3	WP_014622433.1	WP_043025364.1
OG0000716	protein_2	WP_014622433.1	WP_206156380.1
OG0000717	protein_2	WP_014622434.1	WP_043983756.1
OG0000717	protein_3	WP_014622434.1	WP_154804076.1
OG0000718	protein_3	WP_014622436.1	WP_014622436.1
OG0000718	protein_2	WP_014622436.1	WP_014622436.1
OG0000719	protein_2	WP_014622437.1	WP_206156379.1
OG0000719	protein_3	WP_014622437.1	WP_154804075.1
OG0000720	protein_2	WP_014622438.1	WP_043030542.1
OG0000720	protein_3	WP_014622438.1	WP_043040206.1
OG0000721	protein_3	WP_014622441.1	WP_154804074.1
OG0000721	protein_2	WP_014622441.1	WP_043036553.1
OG0000722	protein_2	WP_014622445.1	WP_024273139.1
OG0000722	protein_3	WP_014622445.1	WP_024273139.1
OG0000723	protein_2	WP_014622446.1	WP_012515168.1
OG0000723	protein_3	WP_014622446.1	WP_012515168.1
OG0000724	protein_2	WP_014622448.1	WP_206156919.1
OG0000724	protein_3	WP_014622448.1	WP_043052823.1
OG0000725	protein_3	WP_014622450.1	WP_014622450.1
OG0000725	protein_2	WP_014622450.1	WP_126436428.1
OG0000726	protein_2	WP_014622458.1	WP_012678359.1
OG0000726	protein_3	WP_014622458.1	WP_154804069.1
OG0000727	protein_3	WP_014622459.1	WP_154804068.1
OG0000727	protein_2	WP_014622459.1	WP_043030550.1
OG0000728	protein_3	WP_014622466.1	WP_154804063.1, WP_154804066.1
OG0000729	protein_2	WP_014622479.1	WP_014622479.1
OG0000729	protein_3	WP_014622479.1	WP_014622479.1
OG0000730	protein_3	WP_014622481.1	WP_154804051.1
OG0000730	protein_2	WP_014622481.1	WP_165623575.1
OG0000731	protein_3	WP_014622482.1	WP_111692274.1
OG0000731	protein_2	WP_014622482.1	WP_206156367.1
OG0000732	protein_2	WP_014622483.1	WP_043052850.1
OG0000732	protein_3	WP_014622483.1	WP_043052850.1
OG0000733	protein_3	WP_014622484.1	WP_111692275.1
OG0000733	protein_2	WP_014622484.1	WP_206156366.1
OG0000734	protein_3	WP_014622486.1	WP_014622486.1
OG0000734	protein_2	WP_014622486.1	WP_014622486.1
OG0000735	protein_2	WP_014622487.1	WP_043029465.1
OG0000735	protein_3	WP_014622487.1	WP_012679153.1
OG0000736	protein_3	WP_014622488.1	WP_154804050.1
OG0000736	protein_2	WP_014622488.1	WP_014622488.1
OG0000737	protein_2	WP_014622489.1	WP_206156364.1
OG0000737	protein_3	WP_014622489.1	WP_043983725.1
OG0000738	protein_3	WP_014622490.1	WP_012515220.1
OG0000738	protein_2	WP_014622490.1	WP_014622490.1
OG0000739	protein_2	WP_014622491.1	WP_014622491.1
OG0000739	protein_3	WP_014622491.1	WP_154804047.1
OG0000740	protein_3	WP_014622492.1	WP_014622492.1
OG0000740	protein_2	WP_014622492.1	WP_206156363.1
OG0000741	protein_3	WP_014622493.1	WP_012679162.1
OG0000741	protein_2	WP_014622493.1	WP_012678319.1
OG0000742	protein_3	WP_014622494.1	WP_154804046.1
OG0000742	protein_2	WP_014622494.1	WP_043030580.1
OG0000743	protein_3	WP_014622497.1	WP_012515230.1
OG0000743	protein_2	WP_014622497.1	WP_012515230.1
OG0000744	protein_3	WP_014622498.1	WP_012515232.1
OG0000744	protein_2	WP_014622498.1	WP_206153029.1
OG0000745	protein_3	WP_014622501.1	WP_154804045.1
OG0000745	protein_2	WP_014622501.1	WP_206156362.1
OG0000746	protein_3	WP_014622502.1	WP_012679169.1
OG0000746	protein_2	WP_014622502.1	WP_206156361.1
OG0000747	protein_3	WP_014622503.1	WP_043040270.1
OG0000747	protein_2	WP_014622503.1	WP_206156360.1
OG0000748	protein_3	WP_014622504.1	WP_012678306.1
OG0000748	protein_2	WP_014622504.1	WP_012678306.1
OG0000749	protein_2	WP_014622505.1	WP_014622505.1
OG0000749	protein_3	WP_014622505.1	WP_014622505.1
OG0000750	protein_3	WP_014622506.1	WP_111677853.1
OG0000750	protein_2	WP_014622506.1	WP_206158978.1
OG0000751	protein_2	WP_014622507.1	WP_206156358.1
OG0000751	protein_3	WP_014622507.1	WP_154804044.1
OG0000752	protein_2	WP_014622508.1	WP_206156357.1
OG0000752	protein_3	WP_014622508.1	WP_043025456.1
OG0000753	protein_3	WP_014622512.1	WP_154804041.1
OG0000753	protein_2	WP_014622512.1	WP_206156354.1
OG0000754	protein_2	WP_014622513.1	WP_043029482.1
OG0000754	protein_3	WP_014622513.1	WP_043036588.1
OG0000755	protein_2	WP_014622515.1	WP_043029483.1
OG0000755	protein_3	WP_014622515.1	WP_154804040.1
OG0000756	protein_3	WP_014622516.1	WP_014622516.1
OG0000756	protein_2	WP_014622516.1	WP_206156352.1
OG0000757	protein_3	WP_014622519.1	WP_037579095.1
OG0000757	protein_2	WP_014622519.1	WP_206156350.1
OG0000758	protein_3	WP_014622521.1	WP_043038774.1
OG0000758	protein_2	WP_014622521.1	WP_206156349.1
OG0000759	protein_2	WP_014622524.1	WP_012515269.1
OG0000759	protein_3	WP_014622524.1	WP_012515269.1
OG0000760	protein_2	WP_014622526.1	WP_282184796.1
OG0000760	protein_3	WP_014622526.1	WP_154804037.1
OG0000761	protein_2	WP_014622531.1	WP_014622531.1
OG0000761	protein_3	WP_014622531.1	WP_012678275.1
OG0000762	protein_2	WP_014622534.1	WP_206156346.1
OG0000762	protein_3	WP_014622534.1	WP_154804031.1
OG0000763	protein_2	WP_014622535.1	WP_165623119.1
OG0000763	protein_3	WP_014622535.1	WP_154804030.1
OG0000764	protein_2	WP_014622538.1	WP_012678268.1
OG0000764	protein_3	WP_014622538.1	WP_154804029.1
OG0000765	protein_3	WP_014622539.1	WP_111677873.1
OG0000765	protein_2	WP_014622539.1	WP_012678267.1
OG0000766	protein_3	WP_014622541.1	WP_042670319.1
OG0000766	protein_2	WP_014622541.1	WP_206156343.1
OG0000767	protein_3	WP_014622542.1	WP_043030608.1
OG0000767	protein_2	WP_014622542.1	WP_012515294.1
OG0000768	protein_2	WP_014622543.1	WP_206158983.1
OG0000768	protein_3	WP_014622543.1	WP_043030609.1
OG0000769	protein_3	WP_014622544.1	WP_154804407.1
OG0000769	protein_2	WP_014622544.1	WP_206156918.1
OG0000770	protein_3	WP_014622545.1	WP_024273155.1
OG0000770	protein_2	WP_014622545.1	WP_043983699.1
OG0000771	protein_2	WP_014622548.1	WP_012678257.1
OG0000771	protein_3	WP_014622548.1	WP_043025510.1
OG0000772	protein_3	WP_014622549.1	WP_154804025.1
OG0000772	protein_2	WP_014622549.1	WP_043030612.1
OG0000773	protein_3	WP_014622550.1	WP_154804024.1
OG0000773	protein_2	WP_014622550.1	WP_206156340.1
OG0000774	protein_2	WP_014622552.1	WP_111692313.1
OG0000774	protein_3	WP_014622552.1	WP_012515307.1
OG0000775	protein_3	WP_014622554.1	WP_037578452.1
OG0000775	protein_2	WP_014622554.1	WP_014622554.1
OG0000776	protein_3	WP_014622556.1	WP_012515311.1
OG0000776	protein_2	WP_014622556.1	WP_012678246.1
OG0000777	protein_3	WP_014622557.1	WP_154804021.1
OG0000777	protein_2	WP_014622557.1	WP_012515312.1
OG0000778	protein_3	WP_014622560.1	WP_154804020.1
OG0000778	protein_2	WP_014622560.1	WP_206158985.1
OG0000779	protein_3	WP_014622563.1	WP_154804019.1
OG0000779	protein_2	WP_014622563.1	WP_196819946.1
OG0000780	protein_3	WP_014622565.1	WP_154804018.1
OG0000780	protein_2	WP_014622565.1	WP_196819947.1
OG0000781	protein_2	WP_014622566.1	WP_012515321.1
OG0000781	protein_3	WP_014622566.1	WP_012515321.1
OG0000782	protein_2	WP_014622568.1	WP_206156335.1
OG0000782	protein_3	WP_014622568.1	WP_154804017.1
OG0000783	protein_2	WP_014622570.1	WP_014622570.1
OG0000783	protein_3	WP_014622570.1	WP_154804016.1
OG0000784	protein_2	WP_014622571.1	WP_043983690.1
OG0000784	protein_3	WP_014622571.1	WP_154804015.1
OG0000785	protein_3	WP_014622572.1	WP_154804014.1
OG0000785	protein_2	WP_014622572.1	WP_043983689.1
OG0000786	protein_2	WP_014622573.1	WP_012679236.1
OG0000786	protein_3	WP_014622573.1	WP_012679236.1
OG0000787	protein_2	WP_014622575.1	WP_043983687.1
OG0000787	protein_3	WP_014622575.1	WP_154804012.1
OG0000788	protein_2	WP_014622577.1	WP_014622577.1
OG0000788	protein_3	WP_014622577.1	WP_014622577.1
OG0000789	protein_2	WP_014622580.1	WP_206158986.1
OG0000789	protein_3	WP_014622580.1	WP_154804011.1
OG0000790	protein_2	WP_014622582.1	WP_206156332.1
OG0000790	protein_3	WP_014622582.1	WP_154804010.1
OG0000791	protein_2	WP_014622583.1	WP_012515337.1
OG0000791	protein_3	WP_014622583.1	WP_115267003.1
OG0000792	protein_3	WP_014622584.1	WP_014622584.1
OG0000792	protein_2	WP_014622584.1	WP_014622584.1
OG0000793	protein_3	WP_014622585.1	WP_154804009.1
OG0000793	protein_2	WP_014622585.1	WP_206156331.1
OG0000794	protein_2	WP_014622587.1	WP_042670356.1
OG0000794	protein_3	WP_014622587.1	WP_154804008.1
OG0000795	protein_3	WP_014622588.1	WP_012515342.1
OG0000795	protein_2	WP_014622588.1	WP_206158987.1
OG0000796	protein_2	WP_014622641.1	WP_111689997.1
OG0000796	protein_3	WP_014622641.1	WP_014622641.1
OG0000797	protein_3	WP_014622654.1	WP_014622654.1
OG0000797	protein_2	WP_014622654.1	WP_043983682.1
OG0000798	protein_2	WP_014622655.1	WP_206156328.1
OG0000798	protein_3	WP_014622655.1	WP_154803971.1
OG0000799	protein_3	WP_014622656.1	WP_154803970.1
OG0000799	protein_2	WP_014622656.1	WP_014622656.1
OG0000800	protein_3	WP_014622658.1	WP_012515346.1
OG0000800	protein_2	WP_014622658.1	WP_014622658.1
OG0000801	protein_3	WP_014622659.1	WP_154803968.1
OG0000801	protein_2	WP_014622659.1	WP_012678185.1
OG0000802	protein_3	WP_014622660.1	WP_154803967.1
OG0000802	protein_2	WP_014622660.1	WP_012678184.1
OG0000803	protein_2	WP_014622663.1	WP_206156326.1
OG0000803	protein_3	WP_014622663.1	WP_154803965.1
OG0000804	protein_3	WP_014622665.1	WP_154803963.1
OG0000804	protein_2	WP_014622665.1	WP_206156324.1
OG0000805	protein_3	WP_014622671.1	WP_154803960.1
OG0000805	protein_2	WP_014622671.1	WP_206156323.1
OG0000806	protein_3	WP_014622672.1	WP_154803959.1
OG0000806	protein_2	WP_014622672.1	WP_043052932.1
OG0000807	protein_2	WP_014622674.1	WP_111677937.1
OG0000807	protein_3	WP_014622674.1	WP_012679287.1
OG0000808	protein_2	WP_014622675.1	WP_206156322.1
OG0000808	protein_3	WP_014622675.1	WP_154803957.1
OG0000809	protein_3	WP_014622677.1	WP_012678162.1
OG0000809	protein_2	WP_014622677.1	WP_012678162.1
OG0000810	protein_3	WP_014622679.1	WP_154803955.1
OG0000810	protein_2	WP_014622679.1	WP_206158994.1
OG0000811	protein_3	WP_014622680.1	WP_012679351.1
OG0000811	protein_2	WP_014622680.1	WP_012679351.1
OG0000812	protein_3	WP_014622681.1	WP_154803954.1
OG0000812	protein_2	WP_014622681.1	WP_126436569.1
OG0000813	protein_3	WP_014622682.1	WP_154803953.1
OG0000813	protein_2	WP_014622682.1	WP_043030662.1
OG0000814	protein_2	WP_014622683.1	WP_206156319.1
OG0000814	protein_3	WP_014622683.1	WP_154803951.1
OG0000815	protein_3	WP_014622685.1	WP_154803949.1
OG0000815	protein_2	WP_014622685.1	WP_206158995.1
OG0000816	protein_2	WP_014622687.1	WP_014622687.1
OG0000816	protein_3	WP_014622687.1	WP_012678150.1
OG0000817	protein_2	WP_014622688.1	WP_206158997.1
OG0000817	protein_3	WP_014622688.1	WP_014622688.1
OG0000818	protein_3	WP_014622689.1	WP_012678148.1
OG0000818	protein_2	WP_014622689.1	WP_021320614.1
OG0000819	protein_3	WP_014622690.1	WP_012678147.1
OG0000819	protein_2	WP_014622690.1	WP_043983663.1
OG0000820	protein_2	WP_014622692.1	WP_042670471.1
OG0000820	protein_3	WP_014622692.1	WP_012678145.1
OG0000821	protein_3	WP_014622693.1	WP_154803948.1
OG0000821	protein_2	WP_014622693.1	WP_043025613.1
OG0000822	protein_3	WP_014622694.1	WP_043038867.1
OG0000822	protein_2	WP_014622694.1	WP_043983662.1
OG0000823	protein_3	WP_014622696.1	WP_172954537.1
OG0000823	protein_2	WP_014622696.1	WP_206156916.1
OG0000824	protein_2	WP_014622699.1	WP_206156316.1
OG0000824	protein_3	WP_014622699.1	WP_154803947.1
OG0000825	protein_3	WP_014622701.1	WP_021320623.1
OG0000825	protein_2	WP_014622701.1	WP_014622701.1
OG0000826	protein_3	WP_014622704.1	WP_021320626.1
OG0000826	protein_2	WP_014622704.1	WP_021320626.1
OG0000827	protein_2	WP_014622708.1	WP_115250829.1
OG0000827	protein_3	WP_014622708.1	WP_014622708.1
OG0000828	protein_3	WP_014622710.1	WP_154803942.1
OG0000828	protein_2	WP_014622710.1	WP_138119098.1
OG0000829	protein_3	WP_014622714.1	WP_154803940.1
OG0000829	protein_2	WP_014622714.1	WP_206158998.1
OG0000830	protein_3	WP_014622716.1	WP_154803938.1
OG0000830	protein_2	WP_014622716.1	WP_042670492.1
OG0000831	protein_2	WP_014622717.1	WP_043029612.1
OG0000831	protein_3	WP_014622717.1	WP_154803937.1
OG0000832	protein_2	WP_014622718.1	WP_138119998.1
OG0000832	protein_3	WP_014622718.1	WP_154804398.1
OG0000833	protein_2	WP_014622719.1	WP_206158999.1
OG0000833	protein_3	WP_014622719.1	WP_154803936.1
OG0000834	protein_2	WP_014622722.1	WP_012678113.1
OG0000834	protein_3	WP_014622722.1	WP_012679391.1
OG0000835	protein_3	WP_014622723.1	WP_021320644.1
OG0000835	protein_2	WP_014622723.1	WP_021320644.1
OG0000836	protein_3	WP_014622724.1	WP_012678110.1
OG0000836	protein_2	WP_014622724.1	WP_012515433.1
OG0000837	protein_3	WP_014622727.1	WP_154803934.1
OG0000837	protein_2	WP_014622727.1	WP_206159004.1
OG0000838	protein_3	WP_014622728.1	WP_014622728.1
OG0000838	protein_2	WP_014622728.1	WP_206159005.1
OG0000839	protein_3	WP_014622731.1	WP_154803933.1
OG0000839	protein_2	WP_014622731.1	WP_206159006.1
OG0000840	protein_3	WP_014622732.1	WP_042670508.1
OG0000840	protein_2	WP_014622732.1	WP_206159008.1
OG0000841	protein_3	WP_014622733.1	WP_154803931.1
OG0000841	protein_2	WP_014622733.1	WP_206159009.1
OG0000842	protein_3	WP_014622741.1	WP_154803925.1
OG0000842	protein_2	WP_014622741.1	WP_206159014.1
OG0000843	protein_3	WP_014622742.1	WP_021320659.1
OG0000843	protein_2	WP_014622742.1	WP_229297579.1
OG0000844	protein_2	WP_014622743.1	WP_206159015.1
OG0000844	protein_3	WP_014622743.1	WP_012679410.1
OG0000845	protein_3	WP_014622745.1	WP_012678089.1
OG0000845	protein_2	WP_014622745.1	WP_206159017.1
OG0000846	protein_3	WP_014622746.1	WP_154803923.1
OG0000846	protein_2	WP_014622746.1	WP_206159019.1
OG0000847	protein_2	WP_014622747.1	WP_256605726.1
OG0000847	protein_3	WP_014622747.1	WP_269204860.1
OG0000848	protein_2	WP_014622750.1	WP_206159022.1
OG0000848	protein_3	WP_014622750.1	WP_154803920.1
OG0000849	protein_2	WP_014622751.1	WP_043038906.1
OG0000849	protein_3	WP_014622751.1	WP_012515463.1
OG0000850	protein_2	WP_014622752.1	WP_206159023.1
OG0000850	protein_3	WP_014622752.1	WP_021320666.1
OG0000851	protein_3	WP_014622753.1	WP_012515465.1
OG0000851	protein_2	WP_014622753.1	WP_037578608.1
OG0000852	protein_2	WP_014622754.1	WP_206159076.1
OG0000852	protein_3	WP_014622754.1	WP_154804397.1
OG0000853	protein_3	WP_014622756.1	WP_043983631.1
OG0000853	protein_2	WP_014622756.1	WP_206159024.1
OG0000854	protein_3	WP_014622757.1	WP_154803919.1
OG0000854	protein_2	WP_014622757.1	WP_165622540.1
OG0000855	protein_2	WP_014622758.1	WP_206159025.1
OG0000855	protein_3	WP_014622758.1	WP_012679424.1
OG0000856	protein_2	WP_014622759.1	WP_206159027.1
OG0000856	protein_3	WP_014622759.1	WP_042670534.1
OG0000857	protein_3	WP_014622760.1	WP_154803918.1
OG0000857	protein_2	WP_014622760.1	WP_206159028.1
OG0000858	protein_2	WP_014622761.1	WP_012515476.1
OG0000858	protein_3	WP_014622761.1	WP_012679428.1
OG0000859	protein_2	WP_014622762.1	WP_014622762.1
OG0000859	protein_3	WP_014622762.1	WP_012515477.1
OG0000860	protein_3	WP_014622764.1	WP_154803916.1
OG0000860	protein_2	WP_014622764.1	WP_206159030.1
OG0000861	protein_2	WP_014622765.1	WP_206159031.1
OG0000861	protein_3	WP_014622765.1	WP_154803915.1
OG0000862	protein_3	WP_014622768.1	WP_012678064.1
OG0000862	protein_2	WP_014622768.1	WP_206159032.1
OG0000863	protein_2	WP_014622769.1	WP_012515488.1
OG0000863	protein_3	WP_014622769.1	WP_012515488.1
OG0000864	protein_3	WP_014622771.1	WP_154803911.1
OG0000864	protein_2	WP_014622771.1	WP_206159034.1
OG0000865	protein_3	WP_014622772.1	WP_154803910.1
OG0000865	protein_2	WP_014622772.1	WP_021320679.1
OG0000866	protein_2	WP_014622773.1	WP_206159035.1
OG0000866	protein_3	WP_014622773.1	WP_012679442.1
OG0000867	protein_3	WP_014622774.1	WP_154803909.1
OG0000867	protein_2	WP_014622774.1	WP_164335179.1
OG0000868	protein_3	WP_014622775.1	WP_012515497.1
OG0000868	protein_2	WP_014622775.1	WP_012678055.1
OG0000869	protein_3	WP_014622776.1	WP_111721670.1
OG0000869	protein_2	WP_014622776.1	WP_206159036.1
OG0000870	protein_3	WP_014622777.1	WP_154803908.1
OG0000870	protein_2	WP_014622777.1	WP_206159038.1
OG0000871	protein_2	WP_014622789.1	WP_043036868.1
OG0000871	protein_3	WP_014622789.1	WP_043053034.1
OG0000872	protein_3	WP_014622790.1	WP_042670570.1
OG0000872	protein_2	WP_014622790.1	WP_206159055.1
OG0000873	protein_2	WP_014622793.1	WP_206159058.1
OG0000873	protein_3	WP_014622793.1	WP_154803880.1
OG0000874	protein_3	WP_014622795.1	WP_012515522.1
OG0000874	protein_2	WP_014622795.1	WP_206159059.1
OG0000875	protein_2	WP_014622796.1	WP_014622796.1
OG0000875	protein_3	WP_014622796.1	WP_043025758.1
OG0000876	protein_2	WP_014622797.1	WP_012678035.1
OG0000876	protein_3	WP_014622797.1	WP_012678035.1
OG0000877	protein_2	WP_014622798.1	WP_012515526.1
OG0000877	protein_3	WP_014622798.1	WP_154803879.1
OG0000878	protein_2	WP_014622799.1	WP_206159060.1
OG0000878	protein_3	WP_014622799.1	WP_043053039.1
OG0000879	protein_3	WP_014622800.1	WP_154803877.1
OG0000879	protein_2	WP_014622800.1	WP_206159061.1
OG0000880	protein_2	WP_014622801.1	WP_111678049.1
OG0000880	protein_3	WP_014622801.1	WP_154803876.1
OG0000881	protein_2	WP_014622803.1	WP_206159063.1
OG0000881	protein_3	WP_014622803.1	WP_154803874.1
OG0000882	protein_2	WP_014622804.1	WP_206159064.1
OG0000882	protein_3	WP_014622804.1	WP_154803873.1
OG0000883	protein_2	WP_014622805.1	WP_206159065.1
OG0000883	protein_3	WP_014622805.1	WP_154803872.1
OG0000884	protein_2	WP_014622806.1	WP_206159066.1
OG0000884	protein_3	WP_014622806.1	WP_043983579.1
OG0000885	protein_3	WP_014622808.1	WP_012678022.1
OG0000885	protein_2	WP_014622808.1	WP_111692426.1
OG0000886	protein_2	WP_014622811.1	WP_206158612.1
OG0000886	protein_3	WP_014622811.1	WP_154803870.1
OG0000887	protein_3	WP_014622812.1	WP_154803869.1
OG0000887	protein_2	WP_014622812.1	WP_111678059.1
OG0000888	protein_2	WP_014622823.1	WP_111710551.1
OG0000888	protein_3	WP_014622823.1	WP_154803865.1
OG0000889	protein_3	WP_014622824.1	WP_012515561.1
OG0000889	protein_2	WP_014622824.1	WP_038674319.1
OG0000890	protein_3	WP_014622825.1	WP_012515562.1
OG0000890	protein_2	WP_014622825.1	WP_014622825.1
OG0000891	protein_2	WP_014622827.1	WP_014622827.1
OG0000891	protein_3	WP_014622827.1	WP_012515567.1
OG0000892	protein_2	WP_014622830.1	WP_206158615.1
OG0000892	protein_3	WP_014622830.1	WP_012677998.1
OG0000893	protein_2	WP_014622831.1	WP_282185038.1
OG0000893	protein_3	WP_014622831.1	WP_042670602.1
OG0000894	protein_2	WP_014622832.1	WP_206158616.1
OG0000894	protein_3	WP_014622832.1	WP_154803863.1
OG0000895	protein_2	WP_014622835.1	WP_043030778.1
OG0000895	protein_3	WP_014622835.1	WP_111721680.1
OG0000896	protein_2	WP_014622836.1	WP_012515578.1
OG0000896	protein_3	WP_014622836.1	WP_012515578.1
OG0000897	protein_3	WP_014622838.1	WP_154803861.1
OG0000897	protein_2	WP_014622838.1	WP_206158620.1
OG0000898	protein_2	WP_014622840.1	WP_249093412.1
OG0000898	protein_3	WP_014622840.1	WP_043030782.1
OG0000899	protein_3	WP_014622841.1	WP_012515587.1
OG0000899	protein_2	WP_014622841.1	WP_043983552.1
OG0000900	protein_2	WP_014622842.1	WP_206158623.1
OG0000900	protein_3	WP_014622842.1	WP_154803856.1
OG0000901	protein_3	WP_014622846.1	WP_012677976.1
OG0000901	protein_2	WP_014622846.1	WP_206158626.1
OG0000902	protein_3	WP_014622851.1	WP_043025821.1
OG0000902	protein_2	WP_014622851.1	WP_206158628.1
OG0000903	protein_3	WP_014622852.1	WP_043029707.1
OG0000903	protein_2	WP_014622852.1	WP_206158629.1
OG0000904	protein_2	WP_014622854.1	WP_206158631.1
OG0000904	protein_3	WP_014622854.1	WP_154803847.1
OG0000905	protein_2	WP_014622855.1	WP_164336867.1
OG0000905	protein_3	WP_014622855.1	WP_042670638.1
OG0000906	protein_2	WP_014622856.1	WP_206158634.1
OG0000906	protein_3	WP_014622856.1	WP_111690113.1
OG0000907	protein_3	WP_014622859.1	WP_154803846.1
OG0000907	protein_2	WP_014622859.1	WP_206158635.1
OG0000908	protein_2	WP_014622860.1	WP_206159084.1
OG0000908	protein_3	WP_014622860.1	WP_154804391.1
OG0000909	protein_3	WP_014622861.1	WP_154803845.1
OG0000909	protein_2	WP_014622861.1	WP_206158636.1
OG0000910	protein_3	WP_014622862.1	WP_012677956.1
OG0000910	protein_2	WP_014622862.1	WP_021320776.1
OG0000911	protein_2	WP_014622864.1	WP_021320779.1
OG0000911	protein_3	WP_014622864.1	WP_012515626.1
OG0000912	protein_3	WP_014622866.1	WP_012677953.1
OG0000912	protein_2	WP_014622866.1	WP_206158637.1
OG0000914	protein_2	WP_014622887.1	WP_012515636.1
OG0000914	protein_3	WP_014622887.1	WP_154803842.1
OG0000915	protein_3	WP_014622889.1	WP_154803840.1
OG0000915	protein_2	WP_014622889.1	WP_037581153.1
OG0000916	protein_3	WP_014622892.1	WP_014622892.1
OG0000916	protein_2	WP_014622892.1	WP_206158643.1
OG0000917	protein_2	WP_014622893.1	WP_111678147.1
OG0000917	protein_3	WP_014622893.1	WP_154803838.1
OG0000918	protein_3	WP_014622895.1	WP_012515647.1
OG0000918	protein_2	WP_014622895.1	WP_196819608.1
OG0000919	protein_2	WP_014622896.1	WP_206158645.1
OG0000919	protein_3	WP_014622896.1	WP_154803837.1
OG0000920	protein_3	WP_014622897.1	WP_021320793.1
OG0000920	protein_2	WP_014622897.1	WP_206158646.1
OG0000921	protein_2	WP_014622898.1	WP_206158647.1
